"cdr_ID","calldate","sipcallerip_country_code","sipcalledip_country_code","caller_number_country_code","called_number_country_code"
76104746,"2018-05-01 11:13:33","CA","CA","CA","CA"
76104747,"2018-05-01 11:13:33","CA","CA","CA","CA"
76104748,"2018-05-01 11:13:33","CA","CA","CA","CA"
76104749,"2018-05-01 11:13:33","CA","CA","CA","CA"
76104750,"2018-05-01 11:13:33","CA","CA","CA","CA"
76104751,"2018-05-01 11:13:33","CA","CA","CA","CA"
76104752,"2018-05-01 11:13:33","CA","CA","CA","CA"
76104753,"2018-05-01 11:13:33","CA","CA","CA","CA"
76104754,"2018-05-01 11:13:33","CA","CA","CA","CA"
76104755,"2018-05-01 11:13:33","CA","CA","CA","CA"
76104788,"2018-05-01 11:13:33","CA","CA","CA","CA"
76104792,"2018-05-01 11:13:33","CA","CA","CA","CA"
76104769,"2018-05-01 11:13:36","CA","CA","CA","CA"
76104772,"2018-05-01 11:13:36","CA","CA","CA","CA"
76104759,"2018-05-01 11:13:37","US","CA","CA","CA"
76104760,"2018-05-01 11:13:37","CA","US","CA","CA"
76104768,"2018-05-01 11:13:37","CA","CA","CA","CA"
76104771,"2018-05-01 11:13:37","CA","CA","CA","CA"
76104795,"2018-05-01 11:14:06","CA","US","CA","CA"
76104763,"2018-05-01 11:14:10","CA","CA","CA","CA"
76104764,"2018-05-01 11:14:10","CA","CA","CA","CA"
76104765,"2018-05-01 11:14:11","CA","CA","CA","CA"
76104766,"2018-05-01 11:14:11","CA","CA","CA","CA"
76104838,"2018-05-01 11:14:24","US","CA","CA","X1"
76104839,"2018-05-01 11:14:24","US","CA","CA","X1"
76104840,"2018-05-01 11:14:24","CA","US","CA","X1"
76104841,"2018-05-01 11:14:24","US","CA","CA","X1"
76104773,"2018-05-01 11:14:29","US","CA","CA","CA"
76104774,"2018-05-01 11:14:29","CA","US","CA","CA"
76104775,"2018-05-01 11:14:29","US","CA","CA","CA"
76104776,"2018-05-01 11:14:29","US","CA","CA","CA"
76104798,"2018-05-01 11:14:59","US","CA","CA","CA"
76104799,"2018-05-01 11:14:59","US","CA","CA","CA"
76104802,"2018-05-01 11:14:59","CA","US","CA","CA"
76104803,"2018-05-01 11:14:59","US","CA","CA","CA"
76104789,"2018-05-01 11:15:22","CA","CA","CA","CA"
76104793,"2018-05-01 11:15:22","CA","CA","CA","CA"
76104781,"2018-05-01 11:15:23","CA","CA","CA","CA"
76104782,"2018-05-01 11:15:23","CA","CA","CA","CA"
76104783,"2018-05-01 11:15:23","CA","CA","CA","CA"
76104784,"2018-05-01 11:15:23","CA","CA","CA","CA"
76104785,"2018-05-01 11:15:23","CA","CA","CA","CA"
76104786,"2018-05-01 11:15:23","CA","CA","CA","CA"
76104790,"2018-05-01 11:15:23","CA","CA","CA","CA"
76104794,"2018-05-01 11:15:23","CA","CA","CA","CA"
76104806,"2018-05-01 11:15:23","CA","CA","CA","CA"
76104812,"2018-05-01 11:15:23","CA","CA","CA","CA"
76104826,"2018-05-01 11:15:23","US","CA","CA","CA"
76104827,"2018-05-01 11:15:23","CA","US","CA","CA"
76104807,"2018-05-01 11:15:25","CA","CA","CA","CA"
76104813,"2018-05-01 11:15:25","CA","CA","CA","CA"
76104810,"2018-05-01 11:15:27","CA","CA","CA","CA"
76104816,"2018-05-01 11:15:27","CA","CA","CA","CA"
76104809,"2018-05-01 11:15:29","CA","CA","CA","CA"
76104815,"2018-05-01 11:15:29","CA","CA","CA","CA"
76104820,"2018-05-01 11:15:35","CA","US","CA","CA"
76104819,"2018-05-01 11:15:36","US","CA","CA","CA"
76104796,"2018-05-01 11:15:37","CA","CA","CA","CA"
76104800,"2018-05-01 11:15:37","CA","CA","CA","CA"
76104797,"2018-05-01 11:15:38","CA","CA","CA","CA"
76104801,"2018-05-01 11:15:38","CA","CA","CA","CA"
76104808,"2018-05-01 11:15:58","CA","CA","CA","CA"
76104823,"2018-05-01 11:15:58","CA","CA","CA","CA"
76104818,"2018-05-01 11:15:59","CA","CA","CA","CA"
76104821,"2018-05-01 11:15:59","CA","US","CA","CA"
76104822,"2018-05-01 11:15:59","CA","US","CA","CA"
76104835,"2018-05-01 11:16:03","CA","CA","CA","CA"
76104837,"2018-05-01 11:16:03","CA","CA","CA","CA"
76104817,"2018-05-01 11:16:08","CA","CA","CA","CA"
76104824,"2018-05-01 11:16:11","CA","CA","CA","CA"
76104825,"2018-05-01 11:16:11","CA","CA","CA","CA"
76104828,"2018-05-01 11:16:11","CA","US","US","CA"
76104829,"2018-05-01 11:16:11","CA","US","US","CA"
76104830,"2018-05-01 11:16:11","CA","CA","US","CA"
76104831,"2018-05-01 11:16:11","CA","US","US","CA"
76104832,"2018-05-01 11:16:11","CA","US","US","CA"
76104833,"2018-05-01 11:16:11","CA","CA","US","CA"
76104834,"2018-05-01 11:16:11","CA","CA","US","CA"
76104836,"2018-05-01 11:16:11","CA","CA","US","CA"
76104847,"2018-05-01 11:16:15","CA","CA","CA","CA"
76104849,"2018-05-01 11:16:15","CA","CA","CA","CA"
76104866,"2018-05-01 11:16:16","US","CA","CA","CA"
76104868,"2018-05-01 11:16:16","CA","US","CA","CA"
76104804,"2018-05-01 11:16:17","CA","CA","CA","CA"
76104805,"2018-05-01 11:16:17","CA","CA","CA","CA"
76104811,"2018-05-01 11:16:17","CA","CA","CA","CA"
76104814,"2018-05-01 11:16:17","CA","CA","CA","CA"
76104846,"2018-05-01 11:16:17","CA","CA","CA","CA"
76104848,"2018-05-01 11:16:17","CA","CA","CA","CA"
76105025,"2018-05-01 11:16:26","US","CA","CA","CA"
76105026,"2018-05-01 11:16:26","CA","US","CA","CA"
76104902,"2018-05-01 11:16:33","CA","CA","CA","CA"
76104904,"2018-05-01 11:16:33","CA","CA","CA","CA"
76104843,"2018-05-01 11:16:34","CA","CA","CA","CA"
76104845,"2018-05-01 11:16:34","CA","CA","CA","CA"
76104901,"2018-05-01 11:16:35","CA","CA","CA","CA"
76104903,"2018-05-01 11:16:35","CA","CA","CA","CA"
76104842,"2018-05-01 11:16:36","CA","CA","CA","CA"
76104844,"2018-05-01 11:16:36","CA","CA","CA","CA"
76104862,"2018-05-01 11:16:42","CA","CA","CA","CA"
76104864,"2018-05-01 11:16:42","CA","CA","CA","CA"
76104863,"2018-05-01 11:16:43","CA","CA","CA","CA"
76104865,"2018-05-01 11:16:43","CA","CA","CA","CA"
76104867,"2018-05-01 11:16:45","CA","US","CA","CA"
76104869,"2018-05-01 11:16:45","US","CA","CA","CA"
76104851,"2018-05-01 11:16:49","CA","US","CA","CA"
76104850,"2018-05-01 11:16:50","US","CA","CA","CA"
76104854,"2018-05-01 11:16:50","US","CA","CA","CA"
76104857,"2018-05-01 11:16:50","US","CA","CA","CA"
76105588,"2018-05-01 11:17:12","CA","CA","CA","CA"
76105590,"2018-05-01 11:17:12","CA","CA","CA","CA"
76105589,"2018-05-01 11:17:13","CA","CA","CA","CA"
76105591,"2018-05-01 11:17:13","CA","CA","CA","CA"
76104873,"2018-05-01 11:17:23","CA","US","CA","CA"
76104874,"2018-05-01 11:17:23","US","CA","CA","CA"
76104859,"2018-05-01 11:17:32","CA","US","CA","CA"
76104858,"2018-05-01 11:17:33","US","CA","CA","CA"
76104860,"2018-05-01 11:17:33","US","CA","CA","CA"
76104861,"2018-05-01 11:17:33","US","CA","CA","CA"
76104852,"2018-05-01 11:17:37","CA","CA","CA","CA"
76104853,"2018-05-01 11:17:37","CA","CA","CA","CA"
76104855,"2018-05-01 11:17:37","CA","CA","CA","CA"
76104856,"2018-05-01 11:17:37","CA","CA","CA","CA"
76104870,"2018-05-01 11:18:07","CA","CA","CA","CA"
76104875,"2018-05-01 11:18:07","CA","CA","CA","CA"
76104871,"2018-05-01 11:18:08","CA","CA","CA","CA"
76104876,"2018-05-01 11:18:08","CA","CA","CA","CA"
76104883,"2018-05-01 11:18:11","CA","US","CA","CA"
76104937,"2018-05-01 11:18:11","CA","US","CA","CA"
76104938,"2018-05-01 11:18:11","US","CA","CA","CA"
76104882,"2018-05-01 11:18:12","US","CA","CA","CA"
76104884,"2018-05-01 11:18:12","US","CA","CA","CA"
76104885,"2018-05-01 11:18:12","US","CA","CA","CA"
76104872,"2018-05-01 11:18:16","CA","US","CA","CA"
76104881,"2018-05-01 11:18:47","CA","US","CA","CA"
76104877,"2018-05-01 11:18:56","CA","CA","CA","CA"
76104879,"2018-05-01 11:18:56","CA","CA","CA","CA"
76104878,"2018-05-01 11:18:57","CA","CA","CA","CA"
76104880,"2018-05-01 11:18:57","CA","CA","CA","CA"
76104919,"2018-05-01 11:18:59","CA","US","CA","CA"
76104920,"2018-05-01 11:18:59","US","CA","CA","CA"
76104896,"2018-05-01 11:19:01","CA","US","CA","CA"
76104898,"2018-05-01 11:19:01","US","CA","CA","CA"
76104886,"2018-05-01 11:19:04","US","CA","CA","CA"
76104971,"2018-05-01 11:19:07","US","CA","CA","CA"
76104980,"2018-05-01 11:19:07","CA","US","CA","CA"
76104981,"2018-05-01 11:19:07","US","CA","CA","CA"
76104986,"2018-05-01 11:19:07","US","CA","CA","CA"
76104899,"2018-05-01 11:19:16","CA","US","CA","CA"
76104888,"2018-05-01 11:19:17","CA","CA","CA","CA"
76104890,"2018-05-01 11:19:17","CA","CA","CA","CA"
76104894,"2018-05-01 11:19:17","US","CA","CA","CA"
76104895,"2018-05-01 11:19:17","US","CA","CA","CA"
76104897,"2018-05-01 11:19:17","US","CA","CA","CA"
76104887,"2018-05-01 11:19:30","CA","CA","CA","CA"
76104889,"2018-05-01 11:19:30","CA","US","CA","CA"
76104891,"2018-05-01 11:19:30","CA","US","CA","CA"
76104892,"2018-05-01 11:19:40","CA","US","CA","CA"
76104893,"2018-05-01 11:19:40","US","CA","CA","CA"
76104913,"2018-05-01 11:20:13","CA","CA","CA","CA"
76104916,"2018-05-01 11:20:13","CA","CA","CA","CA"
76104914,"2018-05-01 11:20:14","CA","CA","CA","CA"
76104917,"2018-05-01 11:20:14","CA","CA","CA","CA"
76104921,"2018-05-01 11:20:15","CA","US","CA","CA"
76104922,"2018-05-01 11:20:15","US","CA","CA","CA"
76104905,"2018-05-01 11:20:19","CA","US","CA","CA"
76104906,"2018-05-01 11:20:19","US","CA","CA","CA"
76104911,"2018-05-01 11:20:24","CA","US","CA","CA"
76104912,"2018-05-01 11:20:25","US","CA","CA","CA"
76104923,"2018-05-01 11:20:33","CA","US","CA","CA"
76104900,"2018-05-01 11:20:34","US","CA","CA","CA"
76104915,"2018-05-01 11:20:34","US","CA","CA","CA"
76104918,"2018-05-01 11:20:34","US","CA","CA","CA"
76104924,"2018-05-01 11:20:34","US","CA","CA","CA"
76104939,"2018-05-01 11:20:35","CA","US","CA","CA"
76104940,"2018-05-01 11:20:35","US","CA","CA","CA"
76104961,"2018-05-01 11:20:59","CA","CA","CA","CA"
76104962,"2018-05-01 11:20:59","CA","CA","CA","CA"
76104960,"2018-05-01 11:21:00","CA","CA","CA","CA"
76104963,"2018-05-01 11:21:00","CA","CA","CA","CA"
76104927,"2018-05-01 11:21:10","CA","CA","CA","CA"
76104931,"2018-05-01 11:21:10","CA","CA","CA","CA"
76104926,"2018-05-01 11:21:11","CA","CA","CA","CA"
76104930,"2018-05-01 11:21:11","CA","CA","CA","CA"
76104933,"2018-05-01 11:21:20","CA","CA","CA","CA"
76104935,"2018-05-01 11:21:20","CA","CA","CA","CA"
76104934,"2018-05-01 11:21:21","CA","CA","CA","CA"
76104936,"2018-05-01 11:21:21","CA","CA","CA","CA"
76104925,"2018-05-01 11:21:33","CA","CA","CA","CA"
76104929,"2018-05-01 11:21:33","CA","CA","CA","CA"
76104928,"2018-05-01 11:21:34","CA","CA","CA","CA"
76104932,"2018-05-01 11:21:34","CA","CA","CA","CA"
76104999,"2018-05-01 11:22:05","CA","CA","CA","CA"
76105005,"2018-05-01 11:22:05","CA","CA","CA","CA"
76105003,"2018-05-01 11:22:06","CA","CA","CA","CA"
76105008,"2018-05-01 11:22:06","CA","CA","CA","CA"
76104949,"2018-05-01 11:22:19","CA","CA","CA","CA"
76104951,"2018-05-01 11:22:19","CA","CA","CA","CA"
76104941,"2018-05-01 11:22:29","CA","CA","CA","CA"
76104942,"2018-05-01 11:22:29","CA","CA","CA","CA"
76104943,"2018-05-01 11:22:29","CA","US","US","CA"
76104944,"2018-05-01 11:22:29","CA","US","US","CA"
76104945,"2018-05-01 11:22:29","CA","CA","US","CA"
76104946,"2018-05-01 11:22:29","CA","US","US","CA"
76104947,"2018-05-01 11:22:29","CA","US","US","CA"
76104948,"2018-05-01 11:22:29","CA","CA","US","CA"
76104950,"2018-05-01 11:22:29","CA","CA","US","CA"
76104952,"2018-05-01 11:22:29","CA","CA","US","CA"
76104953,"2018-05-01 11:22:33","CA","CA","CA","CA"
76104955,"2018-05-01 11:22:33","CA","CA","CA","CA"
76104954,"2018-05-01 11:22:34","CA","CA","CA","CA"
76104956,"2018-05-01 11:22:34","CA","CA","CA","CA"
76104964,"2018-05-01 11:22:43","CA","CA","CA","CA"
76104982,"2018-05-01 11:22:43","CA","CA","CA","CA"
76105043,"2018-05-01 11:23:09","US","CA","CA","CA"
76105045,"2018-05-01 11:23:09","CA","US","CA","CA"
76104957,"2018-05-01 11:23:18","CA","CA","CA","CA"
76104958,"2018-05-01 11:23:18","CA","US","CA","CA"
76104959,"2018-05-01 11:23:18","CA","US","CA","CA"
76105001,"2018-05-01 11:23:30","CA","CA","CA","CA"
76105006,"2018-05-01 11:23:30","CA","CA","CA","CA"
76105000,"2018-05-01 11:23:32","CA","CA","CA","CA"
76105007,"2018-05-01 11:23:32","CA","CA","CA","CA"
76105012,"2018-05-01 11:23:33","CA","CA","CA","CA"
76105017,"2018-05-01 11:23:33","CA","CA","CA","CA"
76104972,"2018-05-01 11:23:52","CA","CA","CA","CA"
76104987,"2018-05-01 11:23:52","CA","CA","CA","CA"
76104965,"2018-05-01 11:23:53","CA","CA","CA","CA"
76104966,"2018-05-01 11:23:53","CA","CA","CA","CA"
76104967,"2018-05-01 11:23:53","CA","CA","CA","CA"
76104973,"2018-05-01 11:23:53","CA","CA","CA","CA"
76104976,"2018-05-01 11:23:53","CA","CA","CA","CA"
76104978,"2018-05-01 11:23:53","CA","CA","CA","CA"
76104991,"2018-05-01 11:23:53","CA","CA","CA","CA"
76104992,"2018-05-01 11:23:53","CA","CA","CA","CA"
76104993,"2018-05-01 11:23:53","CA","CA","CA","CA"
76104996,"2018-05-01 11:23:53","CA","CA","CA","CA"
76104997,"2018-05-01 11:23:53","CA","CA","CA","CA"
76104998,"2018-05-01 11:23:53","CA","CA","CA","CA"
76105031,"2018-05-01 11:23:57","US","CA","CA","X1"
76105039,"2018-05-01 11:23:57","US","CA","CA","X1"
76105041,"2018-05-01 11:23:57","CA","US","CA","CA"
76105042,"2018-05-01 11:23:57","US","CA","CA","X1"
76105010,"2018-05-01 11:23:58","CA","US","CA","CA"
76104979,"2018-05-01 11:23:59","US","CA","CA","CA"
76105009,"2018-05-01 11:23:59","US","CA","CA","CA"
76105011,"2018-05-01 11:23:59","US","CA","CA","CA"
76105015,"2018-05-01 11:23:59","US","CA","CA","CA"
76104994,"2018-05-01 11:24:00","CA","CA","CA","CA"
76105002,"2018-05-01 11:24:00","CA","CA","CA","CA"
76104995,"2018-05-01 11:24:01","CA","CA","CA","CA"
76105004,"2018-05-01 11:24:01","CA","CA","CA","CA"
76104968,"2018-05-01 11:24:05","CA","CA","CA","CA"
76104969,"2018-05-01 11:24:05","CA","CA","CA","CA"
76104970,"2018-05-01 11:24:05","CA","CA","CA","CA"
76104974,"2018-05-01 11:24:05","CA","CA","CA","CA"
76104975,"2018-05-01 11:24:05","CA","CA","CA","CA"
76104977,"2018-05-01 11:24:05","CA","CA","CA","CA"
76104983,"2018-05-01 11:24:05","CA","CA","CA","CA"
76104984,"2018-05-01 11:24:05","CA","CA","CA","CA"
76104985,"2018-05-01 11:24:05","CA","CA","CA","CA"
76104988,"2018-05-01 11:24:05","CA","CA","CA","CA"
76104989,"2018-05-01 11:24:05","CA","CA","CA","CA"
76104990,"2018-05-01 11:24:05","CA","CA","CA","CA"
76105013,"2018-05-01 11:24:05","CA","CA","CA","CA"
76105020,"2018-05-01 11:24:05","CA","CA","CA","CA"
76105014,"2018-05-01 11:24:22","CA","CA","CA","CA"
76105018,"2018-05-01 11:24:22","CA","CA","CA","CA"
76105016,"2018-05-01 11:24:23","CA","CA","CA","CA"
76105019,"2018-05-01 11:24:23","CA","CA","CA","CA"
76105067,"2018-05-01 11:24:35","CA","CA","CA","CA"
76105069,"2018-05-01 11:24:35","CA","CA","CA","CA"
76105052,"2018-05-01 11:24:51","US","CA","US","X1"
76105057,"2018-05-01 11:24:51","US","CA","US","X1"
76105027,"2018-05-01 11:24:57","CA","CA","CA","CA"
76105029,"2018-05-01 11:24:57","CA","CA","CA","CA"
76105028,"2018-05-01 11:24:58","CA","CA","CA","CA"
76105030,"2018-05-01 11:24:58","CA","CA","CA","CA"
76105068,"2018-05-01 11:24:58","CA","CA","CA","CA"
76105070,"2018-05-01 11:24:58","CA","CA","CA","CA"
76105046,"2018-05-01 11:25:05","CA","CA","CA","CA"
76105048,"2018-05-01 11:25:05","CA","CA","CA","CA"
76105021,"2018-05-01 11:25:06","CA","CA","CA","CA"
76105022,"2018-05-01 11:25:06","CA","CA","CA","CA"
76105023,"2018-05-01 11:25:06","CA","CA","CA","CA"
76105024,"2018-05-01 11:25:06","CA","CA","CA","CA"
76105213,"2018-05-01 11:25:20","CA","US","CA","CA"
76105214,"2018-05-01 11:25:21","US","CA","CA","CA"
76105077,"2018-05-01 11:25:29","CA","US","CA","CA"
76105078,"2018-05-01 11:25:29","US","CA","CA","CA"
76106349,"2018-05-01 11:25:31","CA","US","CA","CA"
76106350,"2018-05-01 11:25:31","US","CA","CA","CA"
76105053,"2018-05-01 11:25:40","CA","US","US","US"
76105056,"2018-05-01 11:25:40","CA","US","US","US"
76105124,"2018-05-01 11:25:51","CA","CA","CA","CA"
76105126,"2018-05-01 11:25:51","CA","CA","CA","CA"
76105123,"2018-05-01 11:25:53","CA","CA","CA","CA"
76105125,"2018-05-01 11:25:53","CA","CA","CA","CA"
76105033,"2018-05-01 11:25:55","CA","CA","CA","CA"
76105036,"2018-05-01 11:25:55","CA","CA","CA","CA"
76105044,"2018-05-01 11:25:56","CA","CA","CA","CA"
76105047,"2018-05-01 11:25:56","CA","US","CA","CA"
76105049,"2018-05-01 11:25:56","CA","US","CA","CA"
76105050,"2018-05-01 11:26:07","CA","CA","CA","CA"
76105054,"2018-05-01 11:26:07","CA","CA","CA","CA"
76105032,"2018-05-01 11:26:08","CA","CA","CA","CA"
76105034,"2018-05-01 11:26:08","CA","CA","CA","CA"
76105035,"2018-05-01 11:26:08","CA","CA","CA","CA"
76105037,"2018-05-01 11:26:08","CA","CA","CA","CA"
76105038,"2018-05-01 11:26:08","CA","CA","CA","CA"
76105040,"2018-05-01 11:26:08","CA","CA","CA","CA"
76105051,"2018-05-01 11:26:08","CA","CA","CA","CA"
76105055,"2018-05-01 11:26:08","CA","CA","CA","CA"
76105073,"2018-05-01 11:26:10","CA","US","CA","CA"
76105074,"2018-05-01 11:26:10","US","CA","CA","CA"
76105110,"2018-05-01 11:26:20","CA","US","CA","CA"
76105111,"2018-05-01 11:26:20","US","CA","CA","CA"
76105061,"2018-05-01 11:26:30","CA","CA","CA","CA"
76105065,"2018-05-01 11:26:30","CA","CA","CA","CA"
76105062,"2018-05-01 11:26:31","CA","CA","CA","CA"
76105066,"2018-05-01 11:26:31","CA","CA","CA","CA"
76105184,"2018-05-01 11:26:45","CA","US","CA","CA"
76105059,"2018-05-01 11:26:46","US","CA","CA","CA"
76105097,"2018-05-01 11:26:46","US","CA","CA","CA"
76105106,"2018-05-01 11:26:46","US","CA","CA","CA"
76105107,"2018-05-01 11:26:46","US","CA","CA","CA"
76105058,"2018-05-01 11:26:56","FR","US","DM","CA"
76105079,"2018-05-01 11:26:58","FR","US","DM","CA"
76105080,"2018-05-01 11:26:58","FR","US","DM","CA"
76105060,"2018-05-01 11:26:59","FR","US","DM","CA"
76105071,"2018-05-01 11:27:06","CA","CA","CA","CA"
76105075,"2018-05-01 11:27:06","CA","CA","CA","CA"
76105072,"2018-05-01 11:27:07","CA","CA","CA","CA"
76105076,"2018-05-01 11:27:07","CA","CA","CA","CA"
76105086,"2018-05-01 11:27:20","US","CA","CA","CA"
76105087,"2018-05-01 11:27:20","US","CA","CA","CA"
76105088,"2018-05-01 11:27:20","CA","US","CA","CA"
76105089,"2018-05-01 11:27:20","US","CA","CA","CA"
76105081,"2018-05-01 11:27:29","CA","CA","CA","CA"
76105083,"2018-05-01 11:27:29","CA","CA","CA","CA"
76105082,"2018-05-01 11:27:30","CA","CA","CA","CA"
76105084,"2018-05-01 11:27:30","CA","CA","CA","CA"
76105272,"2018-05-01 11:27:35","CA","US","CA","CA"
76105273,"2018-05-01 11:27:35","US","CA","CA","CA"
76105085,"2018-05-01 11:27:52","CA","CA","CA","CA"
76105090,"2018-05-01 11:27:52","CA","CA","CA","CA"
76105093,"2018-05-01 11:27:59","US","CA","CA","CA"
76105096,"2018-05-01 11:27:59","US","CA","CA","CA"
76105104,"2018-05-01 11:27:59","CA","US","CA","CA"
76105105,"2018-05-01 11:27:59","US","CA","CA","CA"
76105091,"2018-05-01 11:28:08","CA","CA","CA","CA"
76105094,"2018-05-01 11:28:08","CA","CA","CA","CA"
76105092,"2018-05-01 11:28:09","CA","CA","CA","CA"
76105095,"2018-05-01 11:28:09","CA","CA","CA","CA"
76105185,"2018-05-01 11:28:14","CA","US","BM","CA"
76105113,"2018-05-01 11:28:15","CA","US","CA","CA"
76105114,"2018-05-01 11:28:15","US","CA","CA","CA"
76105190,"2018-05-01 11:28:15","US","CA","BM","CA"
76105192,"2018-05-01 11:28:18","CA","US","CA","CA"
76105193,"2018-05-01 11:28:19","US","CA","CA","CA"
76105207,"2018-05-01 11:28:27","CA","CA","CA","CA"
76105211,"2018-05-01 11:28:27","CA","CA","CA","CA"
76105208,"2018-05-01 11:28:28","CA","CA","CA","CA"
76105212,"2018-05-01 11:28:28","CA","CA","CA","CA"
76105108,"2018-05-01 11:28:33","CA","CA","CA","CA"
76105109,"2018-05-01 11:28:33","CA","CA","CA","CA"
76105143,"2018-05-01 11:28:39","CA","CA","CA","CA"
76105159,"2018-05-01 11:28:39","CA","CA","CA","CA"
76105100,"2018-05-01 11:28:40","CA","CA","CA","CA"
76105101,"2018-05-01 11:28:40","CA","CA","CA","CA"
76105144,"2018-05-01 11:28:40","CA","CA","CA","CA"
76105160,"2018-05-01 11:28:40","CA","CA","CA","CA"
76105098,"2018-05-01 11:28:42","CA","CA","CA","CA"
76105099,"2018-05-01 11:28:42","CA","CA","CA","CA"
76105102,"2018-05-01 11:28:42","CA","CA","CA","CA"
76105103,"2018-05-01 11:28:42","CA","CA","CA","CA"
76105245,"2018-05-01 11:28:45","CA","CA","CA","CA"
76105247,"2018-05-01 11:28:45","CA","CA","CA","CA"
76105119,"2018-05-01 11:28:46","CA","CA","CA","CA"
76105121,"2018-05-01 11:28:46","CA","CA","CA","CA"
76105120,"2018-05-01 11:28:47","CA","CA","CA","CA"
76105122,"2018-05-01 11:28:47","CA","CA","CA","CA"
76105112,"2018-05-01 11:29:07","CA","CA","CA","CA"
76105115,"2018-05-01 11:29:07","CA","US","CA","CA"
76105116,"2018-05-01 11:29:07","CA","US","CA","CA"
76105246,"2018-05-01 11:29:08","CA","CA","CA","CA"
76105248,"2018-05-01 11:29:08","CA","CA","CA","CA"
76105146,"2018-05-01 11:29:11","CA","US","CA","CA"
76105150,"2018-05-01 11:29:11","US","CA","CA","CA"
76105165,"2018-05-01 11:29:11","US","CA","CA","CA"
76105167,"2018-05-01 11:29:11","US","CA","CA","CA"
76105127,"2018-05-01 11:29:18","CA","CA","CA","CA"
76105133,"2018-05-01 11:29:18","CA","CA","CA","CA"
76105117,"2018-05-01 11:29:19","US","CA","US","X1"
76105118,"2018-05-01 11:29:19","US","CA","US","X1"
76105128,"2018-05-01 11:29:19","CA","CA","CA","CA"
76105134,"2018-05-01 11:29:19","CA","CA","CA","CA"
76105129,"2018-05-01 11:29:20","CA","CA","CA","CA"
76105135,"2018-05-01 11:29:20","CA","CA","CA","CA"
76105130,"2018-05-01 11:29:21","CA","CA","CA","CA"
76105136,"2018-05-01 11:29:21","CA","CA","CA","CA"
76105131,"2018-05-01 11:29:42","CA","US","CA","CA"
76105132,"2018-05-01 11:29:42","US","CA","CA","CA"
76105252,"2018-05-01 11:29:50","CA","US","CA","CA"
76105253,"2018-05-01 11:29:50","US","CA","CA","CA"
76105137,"2018-05-01 11:30:02","CA","CA","CA","CA"
76105139,"2018-05-01 11:30:02","CA","CA","CA","CA"
76105138,"2018-05-01 11:30:04","CA","CA","CA","CA"
76105140,"2018-05-01 11:30:04","CA","CA","CA","CA"
76105156,"2018-05-01 11:30:05","CA","CA","CA","CA"
76105173,"2018-05-01 11:30:05","CA","CA","CA","CA"
76105153,"2018-05-01 11:30:06","CA","CA","CA","CA"
76105155,"2018-05-01 11:30:06","CA","CA","CA","CA"
76105170,"2018-05-01 11:30:06","CA","CA","CA","CA"
76105172,"2018-05-01 11:30:06","CA","CA","CA","CA"
76105151,"2018-05-01 11:30:07","CA","CA","CA","CA"
76105168,"2018-05-01 11:30:07","CA","CA","CA","CA"
76105145,"2018-05-01 11:30:12","CA","CA","CA","CA"
76105161,"2018-05-01 11:30:12","CA","CA","CA","CA"
76105141,"2018-05-01 11:30:13","CA","CA","CA","CA"
76105157,"2018-05-01 11:30:13","CA","CA","CA","CA"
76105178,"2018-05-01 11:30:13","CA","CA","CA","CA"
76105179,"2018-05-01 11:30:13","CA","CA","CA","CA"
76105166,"2018-05-01 11:30:18","CA","US","CA","CA"
76105174,"2018-05-01 11:30:19","CA","CA","CA","CA"
76105175,"2018-05-01 11:30:19","CA","CA","CA","CA"
76105176,"2018-05-01 11:30:19","CA","CA","CA","CA"
76105177,"2018-05-01 11:30:19","CA","CA","CA","CA"
76105182,"2018-05-01 11:30:21","CA","CA","CA","CA"
76105183,"2018-05-01 11:30:21","CA","CA","CA","CA"
76105152,"2018-05-01 11:30:22","CA","CA","CA","CA"
76105154,"2018-05-01 11:30:22","CA","CA","CA","CA"
76105169,"2018-05-01 11:30:22","CA","CA","CA","CA"
76105171,"2018-05-01 11:30:22","CA","CA","CA","CA"
76105148,"2018-05-01 11:30:24","CA","CA","CA","CA"
76105163,"2018-05-01 11:30:24","CA","CA","CA","CA"
76105142,"2018-05-01 11:30:25","CA","CA","CA","CA"
76105147,"2018-05-01 11:30:25","CA","CA","CA","CA"
76105149,"2018-05-01 11:30:25","CA","CA","CA","CA"
76105158,"2018-05-01 11:30:25","CA","CA","CA","CA"
76105162,"2018-05-01 11:30:25","CA","CA","CA","CA"
76105164,"2018-05-01 11:30:25","CA","CA","CA","CA"
76105189,"2018-05-01 11:30:25","CA","CA","CA","CA"
76105200,"2018-05-01 11:30:25","CA","CA","CA","CA"
76105188,"2018-05-01 11:30:26","CA","CA","CA","CA"
76105198,"2018-05-01 11:30:26","CA","CA","CA","CA"
76105180,"2018-05-01 11:30:35","US","CA","CA","CA"
76105181,"2018-05-01 11:30:35","CA","US","CA","CA"
76105195,"2018-05-01 11:30:37","US","CA","CA","CA"
76105203,"2018-05-01 11:30:37","CA","US","CA","CA"
76105196,"2018-05-01 11:30:46","US","CA","CA","CA"
76105197,"2018-05-01 11:30:46","CA","US","CA","CA"
76105205,"2018-05-01 11:30:46","US","CA","CA","CA"
76105206,"2018-05-01 11:30:46","US","CA","CA","CA"
76105283,"2018-05-01 11:30:52","CA","CA","CA","CA"
