,Unnamed: 0,ID,calldate,callend,duration,connect_duration,progress_time,first_rtp_time,caller,caller_domain,caller_reverse,callername,callername_reverse,called,called_domain,called_reverse,sipcallerip,sipcallerport,sipcalledip,sipcalledport,whohanged,bye,lastSIPresponse_id,lastSIPresponseNum,sighup,dscp,a_index,b_index,a_payload,b_payload,a_saddr,b_saddr,a_received,b_received,a_lost,b_lost,a_ua_id,b_ua_id,a_avgjitter_mult10,b_avgjitter_mult10,a_maxjitter,b_maxjitter,a_sl1,a_sl2,a_sl3,a_sl4,a_sl5,a_sl6,a_sl7,a_sl8,a_sl9,a_sl10,a_d50,a_d70,a_d90,a_d120,a_d150,a_d200,a_d300,b_sl1,b_sl2,b_sl3,b_sl4,b_sl5,b_sl6,b_sl7,b_sl8,b_sl9,b_sl10,b_d50,b_d70,b_d90,b_d120,b_d150,b_d200,b_d300,a_mos_lqo_mult10,b_mos_lqo_mult10,a_mos_f1_mult10,a_mos_f2_mult10,a_mos_adapt_mult10,b_mos_f1_mult10,b_mos_f2_mult10,b_mos_adapt_mult10,a_rtcp_loss,a_rtcp_maxfr,a_rtcp_avgfr_mult10,a_rtcp_maxjitter,a_rtcp_avgjitter_mult10,b_rtcp_loss,b_rtcp_maxfr,b_rtcp_avgfr_mult10,b_rtcp_maxjitter,b_rtcp_avgjitter_mult10,a_last_rtp_from_end,b_last_rtp_from_end,payload,jitter_mult10,mos_min_mult10,a_mos_min_mult10,b_mos_min_mult10,packet_loss_perc_mult1000,a_packet_loss_perc_mult1000,b_packet_loss_perc_mult1000,delay_sum,a_delay_sum,b_delay_sum,delay_avg_mult100,a_delay_avg_mult100,b_delay_avg_mult100,delay_cnt,a_delay_cnt,b_delay_cnt,rtcp_avgfr_mult10,rtcp_avgjitter_mult10,lost,id_sensor,price_operator_mult100,price_operator_currency_id,price_customer_mult100,price_customer_currency_id,reason_sip_cause,reason_sip_text_id,reason_q850_cause,reason_q850_text_id,caller_silence,called_silence,caller_silence_end,called_silence_end,a_mos_xr_min_mult10,b_mos_xr_min_mult10,a_mos_xr_mult10,b_mos_xr_mult10,response_time_100,response_time_xxx,a_mos_f1_min_mult10,a_mos_f2_min_mult10,a_mos_adapt_min_mult10,b_mos_f1_min_mult10,b_mos_f2_min_mult10,b_mos_adapt_min_mult10,a_rtp_ptime,b_rtp_ptime,flags,ipaddr_caller,ipaddr_called,ipaddr_lat_sip_caller,ipaddr_lat_ip_called,ipaddr_lons_ip_caller,ipaddr_lons_ip_called,sipcallerasn,sipcallerasorg,sipcalledasn,sipcalledasorg,a_saddr_asn,a_saddr_asorg,b_saddr_asn,b_saddr_asorg,caller_city_asn,called_city_asn
2031,3583,76108357,2018-05-01 12:18:09,2018-05-01 12:18:31,22,16,0,6,902956,sanitized,659209,sanitized,sanitized,device,sanitized,ecived,3227975506,11000,1654599248,5060,callee,3,1,200,0,131072,0,1,9,9,3227975506,2393277605,25,733,0,0,2,3931,1,22,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,1,17,,,,,,,,9,22,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,801,,,,,,,16,21,,,,,,,,,8,140,45,45,45,45,45,45,20,20,4,192.102.255.82,98.159.46.80,43.6319,40.7432,-79.3716,-75.2242,393755,CloudPBX,395766,CloudPBX,393755,CloudPBX,855,Bell Canada,,Easton
2032,3584,76108668,2018-05-01 12:17:35,2018-05-01 12:21:36,241,240,0,1,902956,sanitized,659209,sanitized,sanitized,170972,sanitized,279071,3495526702,5060,3227975496,5060,callee,3,1,200,0,131072,1,0,0,0,1275790787,3227975506,12003,11913,0,0,,2,2,2,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,10538,2286,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2286,0,802,,,,,,,16,21,,,,,,,,,1,608,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.255.72,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,393755,CloudPBX,11260,EastLink,393755,CloudPBX,,
2033,3585,76108669,2018-05-01 12:18:32,2018-05-01 12:21:36,184,176,0,8,902956,sanitized,659209,sanitized,sanitized,device,sanitized,ecived,3227975506,11000,1654599248,5060,callee,3,1,200,0,131086,0,1,9,9,3227975506,2393277605,24,8775,0,0,2,3931,1,22,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,2,19,,,,,,0,0,9,22,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,802,,,,,,,,,,,,,,,,,7,208,45,45,45,45,45,45,20,20,,192.102.255.82,98.159.46.80,43.6319,40.7432,-79.3716,-75.2242,393755,CloudPBX,395766,CloudPBX,393755,CloudPBX,855,Bell Canada,,Easton
2034,3586,76108674,2018-05-01 12:18:32,2018-05-01 12:21:36,184,176,0,8,902956,sanitized,659209,sanitized,sanitized,device,sanitized,ecived,3227975506,11000,1654599248,5060,callee,3,1,200,0,131086,0,1,9,9,3227975506,2393277605,26,8776,0,0,2,3931,1,22,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,2,19,,,,,,0,0,9,22,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,801,,,,,,,,,,,,,,,,,8,208,45,45,45,45,45,45,20,20,,192.102.255.82,98.159.46.80,43.6319,40.7432,-79.3716,-75.2242,393755,CloudPBX,395766,CloudPBX,393755,CloudPBX,855,Bell Canada,,Easton
2035,3587,76108678,2018-05-01 12:17:35,2018-05-01 12:21:36,241,240,0,1,902956,sanitized,659209,sanitized,sanitized,170972,sanitized,279071,3495526702,5060,3227975506,11000,callee,3,1,200,0,33685504,1,0,0,0,1275790787,3227975506,12002,11913,1,0,,2,2,2,2,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,10538,2286,0,0,0,2,45,45,45,8,8,0,0,0,0,0,0,0,0,0,0,0,2286,1,801,,,,,,,16,21,,,,,,,,,1,607,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.255.82,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,393755,CloudPBX,11260,EastLink,393755,CloudPBX,,
2036,3589,76102402,2018-05-01 01:51:13,2018-05-01 01:52:26,73,68,1,3,312856,sanitized,658213,sanitized,sanitized,888993,sanitized,399888,1145337704,5060,3227975486,11000,caller,3,1,200,0,33685504,1,0,0,0,1145337708,3227975486,3501,3491,0,0,156,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,16,119,,,,,,,,,1,294,45,45,45,45,45,45,20,20,,68.68.119.104,192.102.255.62,37.751,43.6319,-97.822,-79.3716,32385,"IntelePeer, Inc.",393755,CloudPBX,32385,"IntelePeer, Inc.",393755,CloudPBX,,
2037,3590,76102404,2018-05-01 01:51:13,2018-05-01 01:52:26,73,68,1,3,312856,sanitized,658213,sanitized,sanitized,888993,sanitized,399888,1145337704,5060,3227975485,5060,caller,3,1,200,0,131072,1,0,0,0,1145337708,3227975486,3500,3491,0,0,156,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,16,119,,,,,,,,,1,295,45,45,45,45,45,45,20,20,,68.68.119.104,192.102.255.61,37.751,43.6319,-97.822,-79.3716,32385,"IntelePeer, Inc.",393755,CloudPBX,32385,"IntelePeer, Inc.",393755,CloudPBX,,
2038,3591,76107778,2018-05-01 12:11:43,2018-05-01 12:12:40,57,56,0,1,709256,sanitized,652907,sanitized,sanitized,170975,sanitized,579071,3495526702,5060,3227975507,11000,caller,3,1,200,0,33685504,1,0,0,0,411685143,3227975507,2799,2802,0,0,,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,0,0,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,,,,,,,,,,,,,,,,,1,388,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.255.83,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,393755,CloudPBX,812,Rogers Communications Canada Inc.,393755,CloudPBX,,
2039,3592,76107787,2018-05-01 12:11:43,2018-05-01 12:12:40,57,56,0,1,709256,sanitized,652907,sanitized,sanitized,170975,sanitized,579071,3495526702,5060,3227975496,5060,caller,3,1,200,0,131072,1,0,0,0,411685143,3227975507,2799,2802,0,0,,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,0,0,0,0,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,,,,,,,,,,,1,390,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.255.72,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,393755,CloudPBX,812,Rogers Communications Canada Inc.,393755,CloudPBX,,
2040,3593,76109912,2018-05-01 12:32:35,2018-05-01 12:33:03,28,2,0,1,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3495526702,5060,3227975506,11000,caller,3,1,200,0,33685504,1,0,0,0,411685143,3227975506,1350,1295,0,0,,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,102,128,0,0,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,801,,,,,,,,,,,,,,,,,1,260,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.255.82,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,393755,CloudPBX,812,Rogers Communications Canada Inc.,393755,CloudPBX,,
2041,3594,76109914,2018-05-01 12:32:36,2018-05-01 12:33:03,27,2,0,25,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3227975506,11000,3507482153,5060,caller,3,1,200,0,0,0,1,0,0,3227975506,3507482153,100,49,0,0,2,,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,4,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,16,21,,,,,,,,,3,684,45,45,45,45,45,45,20,20,,192.102.255.82,209.15.238.41,43.6319,43.6021,-79.3716,-79.5402,393755,CloudPBX,13768,Cogeco Peer 1,393755,CloudPBX,13768,Cogeco Peer 1,,Toronto
2042,3595,76109915,2018-05-01 12:32:35,2018-05-01 12:33:03,28,2,0,1,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3495526702,5060,3227975496,5060,caller,3,1,200,0,131072,1,0,0,0,411685143,3227975506,1349,1295,0,0,,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,102,128,0,0,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,802,,,,,,,,,,,,,,,,,1,262,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.255.72,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,393755,CloudPBX,812,Rogers Communications Canada Inc.,393755,CloudPBX,,
2043,3596,76109916,2018-05-01 12:32:36,2018-05-01 12:33:03,27,2,0,25,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3227975506,11000,3507482153,5060,caller,3,1,200,0,0,0,1,0,0,3227975506,3507482153,99,49,0,0,2,,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,4,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,16,21,,,,,,,,,2,684,45,45,45,45,45,45,20,20,,192.102.255.82,209.15.238.41,43.6319,43.6021,-79.3716,-79.5402,393755,CloudPBX,13768,Cogeco Peer 1,393755,CloudPBX,13768,Cogeco Peer 1,,Toronto
2044,3597,76105081,2018-05-01 11:27:29,2018-05-01 11:28:01,32,29,0,3,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3495526702,5060,3227975507,11000,caller,3,1,200,0,33685504,0,1,0,0,1275790787,3227975507,1433,1273,0,0,,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,0,0,0,2,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,,,,,,,,,,,,,,,,,1,333,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.255.83,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,393755,CloudPBX,11260,EastLink,393755,CloudPBX,,
2045,3598,76105082,2018-05-01 11:27:30,2018-05-01 11:28:01,31,29,2,2,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3227975507,11000,3507482153,5060,caller,3,1,200,0,0,0,1,0,0,3227975507,3507482153,1432,1274,1,1,2,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,0,2,0,1,45,45,45,78,70,78,0,0,0,0,0,0,0,0,0,0,0,1,801,,,,,,,16,21,,,,,,,,,3,2367,45,45,45,45,45,45,20,20,,192.102.255.83,209.15.238.41,43.6319,43.6021,-79.3716,-79.5402,393755,CloudPBX,13768,Cogeco Peer 1,393755,CloudPBX,13768,Cogeco Peer 1,,Toronto
2046,3599,76105083,2018-05-01 11:27:29,2018-05-01 11:28:01,32,29,0,3,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3495526702,5060,3227975496,5060,caller,3,1,200,0,131072,0,1,0,0,1275790787,3227975507,1432,1273,0,0,,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,0,0,0,2,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,,,,,,,,,,,1,335,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.255.72,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,393755,CloudPBX,11260,EastLink,393755,CloudPBX,,
2047,3600,76105084,2018-05-01 11:27:30,2018-05-01 11:28:01,31,29,2,2,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3227975507,11000,3507482153,5060,caller,3,1,200,0,0,0,1,0,0,3227975507,3507482153,1432,1275,0,0,2,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,0,2,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,16,21,,,,,,,,,3,2367,45,45,45,45,45,45,20,20,,192.102.255.83,209.15.238.41,43.6319,43.6021,-79.3716,-79.5402,393755,CloudPBX,13768,Cogeco Peer 1,393755,CloudPBX,13768,Cogeco Peer 1,,Toronto
2048,3601,76107453,2018-05-01 12:08:33,2018-05-01 12:09:40,67,40,2,27,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3227975507,11000,3507482153,5060,caller,3,1,200,0,0,0,1,0,0,3227975507,3507482153,2001,1297,0,0,2,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,3,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,,,,,,,16,21,,,,,,,,,3,2043,45,45,45,45,45,45,20,20,,192.102.255.83,209.15.238.41,43.6319,43.6021,-79.3716,-79.5402,393755,CloudPBX,13768,Cogeco Peer 1,393755,CloudPBX,13768,Cogeco Peer 1,,Toronto
2049,3602,76107458,2018-05-01 12:08:33,2018-05-01 12:09:40,67,40,2,27,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3227975507,11000,3507482153,5060,caller,3,1,200,0,0,0,1,0,0,3227975507,3507482153,2000,1297,0,0,2,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,3,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,16,21,,,,,,,,,3,2043,45,45,45,45,45,45,20,20,,192.102.255.83,209.15.238.41,43.6319,43.6021,-79.3716,-79.5402,393755,CloudPBX,13768,Cogeco Peer 1,393755,CloudPBX,13768,Cogeco Peer 1,,Toronto
2050,3603,76107462,2018-05-01 12:08:32,2018-05-01 12:09:40,68,40,0,3,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3495526702,5060,3227975496,5060,caller,3,1,200,0,131072,1,0,0,0,411685143,3227975507,3246,2543,0,0,,2,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,2,2,0,3,0,3,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,802,,,,,,,,,,,,,,,,,1,366,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.255.72,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,393755,CloudPBX,812,Rogers Communications Canada Inc.,393755,CloudPBX,,
2051,3604,76107468,2018-05-01 12:08:32,2018-05-01 12:09:40,68,40,0,3,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3495526702,5060,3227975507,11000,caller,3,1,200,0,33685504,1,0,0,0,411685143,3227975507,3247,2543,0,0,,2,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,2,2,0,3,0,3,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,801,,,,,,,,,,,,,,,,,1,365,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.255.83,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,393755,CloudPBX,812,Rogers Communications Canada Inc.,393755,CloudPBX,,
2052,3605,76105952,2018-05-01 11:46:43,2018-05-01 11:48:01,78,52,0,1,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3495526702,5060,3227975506,11000,caller,3,1,200,0,33685504,1,0,0,0,411685143,3227975506,3844,2542,0,0,,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,0,0,0,15,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,,,,,,,,,,,,,,,,,1,329,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.255.82,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,393755,CloudPBX,812,Rogers Communications Canada Inc.,393755,CloudPBX,,
2053,3606,76105953,2018-05-01 11:46:43,2018-05-01 11:48:01,78,52,1,26,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3227975506,11000,3507482153,5060,caller,3,1,200,0,0,0,1,0,0,3227975506,3507482153,2595,1297,1,0,2,,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,15,0,2,45,45,45,39,39,0,0,0,0,0,0,0,0,0,0,0,0,1,801,,,,,,,16,21,,,,,,,,,3,224,45,45,45,45,45,45,20,20,,192.102.255.82,209.15.238.41,43.6319,43.6021,-79.3716,-79.5402,393755,CloudPBX,13768,Cogeco Peer 1,393755,CloudPBX,13768,Cogeco Peer 1,,Toronto
2054,3607,76105958,2018-05-01 11:46:43,2018-05-01 11:48:01,78,52,0,1,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3495526702,5060,3227975496,5060,caller,3,1,200,0,131072,1,0,0,0,411685143,3227975506,3843,2542,0,0,,2,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,0,0,0,15,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,,,,,,,,,,,1,330,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.255.72,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,393755,CloudPBX,812,Rogers Communications Canada Inc.,393755,CloudPBX,,
2055,3608,76105959,2018-05-01 11:46:43,2018-05-01 11:48:01,78,52,1,26,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3227975506,11000,3507482153,5060,caller,3,1,200,0,0,0,1,0,0,3227975506,3507482153,2595,1297,0,0,2,,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,15,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,16,21,,,,,,,,,3,224,45,45,45,45,45,45,20,20,,192.102.255.82,209.15.238.41,43.6319,43.6021,-79.3716,-79.5402,393755,CloudPBX,13768,Cogeco Peer 1,393755,CloudPBX,13768,Cogeco Peer 1,,Toronto
2056,3609,76108014,2018-05-01 12:14:10,2018-05-01 12:15:27,77,52,0,25,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3227975507,11000,3507482153,5060,caller,3,1,200,0,0,0,1,0,0,3227975507,3507482153,2621,1297,0,0,2,,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,15,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,16,21,,,,,,,,,3,150,45,45,45,45,45,45,20,20,,192.102.255.83,209.15.238.41,43.6319,43.6021,-79.3716,-79.5402,393755,CloudPBX,13768,Cogeco Peer 1,393755,CloudPBX,13768,Cogeco Peer 1,,Toronto
2057,3610,76108015,2018-05-01 12:14:09,2018-05-01 12:15:27,78,52,0,1,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3495526702,5060,3227975496,5060,caller,3,1,200,0,131072,1,0,0,0,411685143,3227975507,3872,2544,0,0,,2,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,0,0,0,15,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,,,,,,,,,,,1,283,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.255.72,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,393755,CloudPBX,812,Rogers Communications Canada Inc.,393755,CloudPBX,,
2058,3611,76108018,2018-05-01 12:14:10,2018-05-01 12:15:27,77,52,0,25,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3227975507,11000,3507482153,5060,caller,3,1,200,0,0,0,1,0,0,3227975507,3507482153,2622,1297,0,0,2,,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,15,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,,,,,,,16,21,,,,,,,,,3,150,45,45,45,45,45,45,20,20,,192.102.255.83,209.15.238.41,43.6319,43.6021,-79.3716,-79.5402,393755,CloudPBX,13768,Cogeco Peer 1,393755,CloudPBX,13768,Cogeco Peer 1,,Toronto
2059,3612,76108019,2018-05-01 12:14:09,2018-05-01 12:15:27,78,52,0,1,709256,sanitized,652907,sanitized,sanitized,170973,sanitized,379071,3495526702,5060,3227975507,11000,caller,3,1,200,0,33685504,1,0,0,0,411685143,3227975507,3873,2544,0,0,,2,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,0,0,0,15,0,3,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,,,,,,,,,,,,,,,,,1,282,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.255.83,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,393755,CloudPBX,812,Rogers Communications Canada Inc.,393755,CloudPBX,,
2060,3615,76101927,2018-05-01 01:13:33,2018-05-01 01:14:31,58,57,1,1,778846,sanitized,648877,sanitized,sanitized,160492,sanitized,294061,3495526702,5060,3227975250,11000,caller,3,1,200,0,33697280,1,0,0,0,3495527062,3227975250,2830,2834,0,1,,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,1,45,45,45,35,0,35,0,0,0,0,0,0,0,0,0,,,1,501,,255,,255,,,,,,,,,,,,,1,407,45,45,45,45,45,45,20,20,,208.89.129.46,192.102.254.82,43.6319,43.6319,-79.3716,-79.3716,33164,Iristel Inc,395152,CloudPBX,33164,Iristel Inc,395152,CloudPBX,,
